Age,Gender,Weight (kg),Height (m),BMI,Low_BPM,Avg_BPM,High_BPM,Session_Duration (hours),Calories_Burned,Daily_Calorie_Intake (kcal),Calorie_Balance (kcal),Protein_Intake (g/day),Workout_Type,Workout_Frequency (days/week),Rest_Days_Per_Week,Fitness_Goal,Preferred_Workout_Time,Fat_Percentage,Water_Intake (liters),Experience_Level,Membership_Duration (months),Work_Type,Income_Level,Diet_Type,Sleep_Hours_Per_Day,Smoking,Alcohol_Consumption,Medical_Condition
59,Male,122.3,1.89,34.24,100,153,178,0.66,500.0,4396.0,3896.0,288.2,Yoga,3,3,Muscle Gain,Evening,20.1,3.1,1,7,Sedentary,High,Balanced,9.1,No,Occasional,Diabetes
30,Male,85.3,1.95,22.43,100,155,173,1.61,1373.0,2404.0,1031.0,135.1,Yoga,5,2,Endurance,Evening,10.4,3.5,3,35,Active,Low,Balanced,6.2,Yes,Occasional,None
49,Female,45.2,1.74,14.93,100,156,183,1.24,870.0,1307.0,437.0,69.4,Strength,3,5,General Fitness,Evening,30.8,2.1,2,14,Active,Middle,Balanced,7.3,No,Occasional,Diabetes
56,Male,55.6,1.92,15.08,100,136,157,0.68,458.0,1425.0,967.0,82.9,Strength,3,4,Weight Loss,Evening,29.4,3.2,1,3,Sedentary,Middle,Balanced,8.4,No,Regular,Hypertension
49,Male,82.8,1.95,21.78,100,159,192,1.91,1503.0,2550.0,1047.0,141.3,Yoga,5,2,Endurance,Evening,14.3,3.5,3,29,Sedentary,High,Vegetarian,6.9,No,Regular,None
21,Male,125.2,1.66,45.43,100,159,175,1.38,1207.0,4124.0,2917.0,258.1,HIIT,3,4,Muscle Gain,Night,29.8,3.4,2,26,Sedentary,High,High-Protein,7.5,No,Occasional,None
47,Female,58.5,1.79,18.26,100,131,155,1.42,837.0,1852.0,1015.0,86.8,Yoga,4,3,General Fitness,Night,30.3,2.4,2,26,Mixed,Middle,Balanced,5.9,Yes,Occasional,Hypertension
54,Male,86.1,1.95,22.64,100,140,167,1.17,811.0,2338.0,1527.0,124.7,Yoga,2,5,Endurance,Morning,27.9,3.4,1,10,Sedentary,High,Balanced,7.4,No,Occasional,Diabetes
40,Female,63.5,1.61,24.5,100,159,179,1.31,1041.0,1902.0,861.0,108.4,Cardio,3,4,General Fitness,Morning,33.4,1.6,2,29,Active,Low,Vegetarian,7.1,No,Occasional,None
56,Male,69.3,1.68,24.55,100,138,164,0.66,451.0,2198.0,1747.0,98.8,Yoga,2,5,General Fitness,Night,26.5,2.1,1,1,Mixed,Middle,Balanced,8.0,No,Occasional,Hypertension
32,Female,70.5,1.62,26.86,100,122,148,1.24,756.0,1876.0,1120.0,85.9,Strength,2,5,Weight Loss,Afternoon,28.4,1.8,1,1,Sedentary,Middle,Vegan,8.2,No,Occasional,High Cholesterol
46,Female,60.1,1.65,22.08,100,137,171,1.69,1042.0,1982.0,940.0,106.2,Cardio,4,4,Endurance,Night,17.3,2.7,3,58,Mixed,Middle,Vegan,9.6,Yes,Regular,None
53,Male,94.1,1.95,24.75,100,138,163,0.89,608.0,2290.0,1682.0,240.9,HIIT,3,4,Weight Loss,Afternoon,28.6,3.5,1,11,Mixed,Middle,High-Protein,7.6,No,Regular,Hypertension
30,Female,79.2,1.62,30.18,100,166,187,1.26,1046.0,2239.0,1193.0,198.6,Cardio,4,3,Weight Loss,Morning,28.0,2.5,2,23,Sedentary,Low,High-Protein,7.3,Yes,Occasional,Obesity
49,Male,115.3,1.91,31.61,100,125,140,1.38,854.0,3759.0,2905.0,271.1,HIIT,2,5,Muscle Gain,Morning,29.2,3.2,1,2,Active,High,High-Protein,7.5,No,Regular,Diabetes
24,Female,62.9,1.79,19.63,100,135,150,1.42,958.0,1960.0,1002.0,98.6,Cardio,4,2,General Fitness,Morning,27.3,2.3,2,7,Sedentary,Middle,Vegetarian,6.6,No,None,Hypertension
39,Male,62.0,1.64,23.05,100,127,161,0.97,678.0,1967.0,1289.0,95.4,Cardio,3,5,General Fitness,Afternoon,27.5,3.2,1,4,Sedentary,Middle,Balanced,7.3,No,Occasional,Diabetes
45,Male,88.5,1.78,27.93,100,167,194,1.53,1265.0,2149.0,884.0,92.8,HIIT,4,4,Weight Loss,Evening,13.2,3.5,3,24,Sedentary,Middle,Vegan,6.7,No,Occasional,Asthma
19,Female,73.9,1.77,23.59,100,137,160,1.28,877.0,1908.0,1031.0,99.7,Strength,3,4,Weight Loss,Evening,32.5,2.6,2,15,Active,Low,Vegetarian,7.5,No,Occasional,None
59,Male,50.3,1.95,13.23,100,167,184,1.07,885.0,1628.0,743.0,108.6,Strength,3,4,Muscle Gain,Night,24.4,3.4,1,9,Active,High,Balanced,8.6,No,Occasional,Hypertension
23,Male,83.1,1.8,25.65,100,162,183,0.7,624.0,2739.0,2115.0,193.1,Strength,3,4,Muscle Gain,Evening,29.3,3.1,1,5,Sedentary,Middle,Balanced,6.0,No,None,None
45,Female,65.1,1.78,20.55,100,158,178,1.46,1038.0,2164.0,1126.0,121.4,Cardio,3,3,Muscle Gain,Evening,31.3,2.3,1,5,Sedentary,High,Balanced,8.1,No,None,High Cholesterol
45,Male,46.6,1.79,14.54,100,168,190,1.46,1214.0,1359.0,145.0,65.4,Yoga,3,4,General Fitness,Evening,22.9,2.4,2,14,Mixed,Middle,Balanced,8.3,No,Occasional,Hypertension
37,Male,103.5,1.89,28.97,100,168,191,0.54,499.0,3173.0,2674.0,147.8,Cardio,2,5,General Fitness,Evening,26.4,3.1,1,5,Sedentary,Low,Balanced,6.9,Yes,Occasional,None
47,Female,61.9,1.54,26.1,100,131,150,1.95,1150.0,1859.0,709.0,96.9,Yoga,4,3,Endurance,Evening,16.4,2.7,3,36,Sedentary,High,High-Protein,4.9,No,Occasional,Asthma
28,Female,52.0,1.61,20.06,100,164,179,1.32,1082.0,1328.0,246.0,85.1,Yoga,3,4,General Fitness,Morning,27.9,2.0,2,18,Active,Middle,Vegetarian,6.7,No,Occasional,None
45,Male,113.4,1.71,38.78,100,129,162,0.83,530.0,2812.0,2282.0,259.5,Strength,2,5,Weight Loss,Morning,24.0,2.3,1,11,Mixed,Low,High-Protein,8.3,No,None,None
42,Male,62.9,1.98,16.04,100,126,150,1.42,886.0,1963.0,1077.0,82.7,Yoga,4,3,Endurance,Morning,28.5,3.4,2,35,Sedentary,Middle,High-Protein,7.0,No,Occasional,None
56,Female,40.4,1.8,12.47,100,165,191,1.23,913.0,1295.0,382.0,58.5,Cardio,4,4,Endurance,Morning,30.0,2.1,2,29,Mixed,Middle,Vegan,6.0,No,Occasional,Hypertension
50,Female,67.1,1.75,21.91,100,120,149,0.67,362.0,1630.0,1268.0,91.2,Cardio,3,3,Weight Loss,Evening,31.8,2.7,1,11,Mixed,Low,Balanced,6.5,Yes,Regular,Obesity
18,Male,70.0,1.61,27.01,100,168,191,1.3,1201.0,2245.0,1044.0,153.4,Strength,2,5,General Fitness,Afternoon,23.9,2.5,1,1,Sedentary,Low,High-Protein,7.8,No,Occasional,None
44,Female,69.5,1.75,22.69,100,155,189,1.02,711.0,2383.0,1672.0,168.3,HIIT,3,4,Muscle Gain,Night,27.6,2.1,1,1,Mixed,Middle,Vegetarian,7.5,No,None,Asthma
30,Male,107.9,1.66,39.16,100,140,171,1.08,832.0,3209.0,2377.0,185.3,Cardio,3,5,Endurance,Night,29.5,2.8,2,25,Sedentary,Middle,Vegan,6.8,No,Regular,Hypertension
58,Male,109.0,1.91,29.88,100,156,187,1.49,1151.0,2572.0,1421.0,182.7,Yoga,3,5,Weight Loss,Night,26.0,2.2,2,13,Active,Middle,Balanced,6.9,Yes,Occasional,None
20,Male,101.0,1.91,27.69,100,143,177,1.36,1070.0,2407.0,1337.0,161.6,Cardio,3,4,Weight Loss,Night,29.3,2.7,2,8,Active,Middle,Vegetarian,6.9,No,Regular,High Cholesterol
56,Male,88.5,1.85,25.86,100,144,170,1.57,1119.0,2138.0,1019.0,139.1,Cardio,4,3,Weight Loss,Morning,11.0,3.5,3,72,Active,Middle,Balanced,6.4,No,Occasional,Hypertension
23,Male,80.9,1.8,24.97,100,126,147,1.55,1074.0,2359.0,1285.0,134.3,Cardio,4,3,Endurance,Evening,10.7,3.5,3,55,Sedentary,High,High-Protein,8.6,No,Regular,None
25,Female,43.1,1.62,16.42,100,161,177,1.04,837.0,1251.0,414.0,60.9,HIIT,4,3,Endurance,Morning,33.6,1.8,2,32,Mixed,High,High-Protein,6.7,Yes,Occasional,None
44,Female,59.1,1.52,25.58,100,136,153,1.58,967.0,1677.0,710.0,105.7,Yoga,5,2,Endurance,Night,18.4,2.7,3,67,Sedentary,High,High-Protein,8.2,No,Occasional,Asthma
26,Female,54.0,1.53,23.07,100,148,179,1.14,844.0,1649.0,805.0,97.7,Strength,3,4,Endurance,Night,26.9,1.7,1,9,Sedentary,Low,Balanced,8.5,No,Regular,None
54,Female,72.3,1.78,22.82,100,149,168,1.27,852.0,2195.0,1343.0,119.0,Cardio,2,5,Endurance,Night,27.7,1.8,1,9,Sedentary,Middle,High-Protein,8.0,No,None,None
50,Male,51.1,1.98,13.03,100,126,157,0.92,574.0,1404.0,830.0,82.8,Yoga,2,4,Endurance,Afternoon,28.0,2.4,1,9,Active,Middle,Balanced,6.9,No,Occasional,None
59,Male,89.4,1.72,30.22,100,152,183,1.08,813.0,2377.0,1564.0,229.0,Yoga,3,4,Weight Loss,Evening,24.5,3.2,1,9,Mixed,High,High-Protein,7.4,No,Occasional,None
41,Male,51.5,1.8,15.9,100,126,157,1.09,680.0,1368.0,688.0,57.9,Strength,4,2,General Fitness,Morning,26.7,2.1,2,23,Sedentary,High,Vegan,7.0,No,None,Diabetes
32,Male,87.9,1.88,24.87,100,143,159,1.52,1195.0,2835.0,1640.0,145.0,Cardio,5,2,Endurance,Morning,11.6,3.5,3,37,Active,High,Balanced,6.4,Yes,Regular,None
49,Female,42.0,1.52,18.18,100,130,146,1.1,644.0,1332.0,688.0,96.1,HIIT,3,5,Muscle Gain,Evening,28.8,2.2,1,11,Sedentary,Low,Balanced,7.3,No,Occasional,None
49,Male,79.2,1.72,26.77,100,128,147,1.46,925.0,2147.0,1222.0,127.5,Yoga,3,3,Weight Loss,Afternoon,29.9,3.3,1,11,Active,High,Balanced,6.1,No,Occasional,None
41,Male,64.8,1.71,22.16,100,131,146,1.2,778.0,1985.0,1207.0,125.1,Strength,3,4,Muscle Gain,Night,22.5,2.8,2,21,Sedentary,Middle,Balanced,8.2,No,Regular,None
58,Female,63.0,1.78,19.88,100,154,169,1.58,1095.0,1827.0,732.0,91.1,HIIT,4,3,Weight Loss,Morning,17.5,2.7,3,55,Mixed,High,Balanced,6.5,Yes,Occasional,High Cholesterol
29,Female,56.2,1.77,17.94,97,123,156,0.68,418.0,1785.0,1367.0,82.4,Yoga,3,3,Endurance,Night,33.4,2.6,1,11,Sedentary,Low,Balanced,7.2,No,Occasional,None
56,Female,52.9,1.64,19.67,100,155,171,1.1,767.0,1786.0,1019.0,111.7,Cardio,3,5,Muscle Gain,Afternoon,27.4,2.3,2,9,Mixed,Middle,Balanced,7.3,No,Occasional,High Cholesterol
19,Female,49.0,1.69,17.16,100,147,173,1.05,772.0,1499.0,727.0,77.2,Yoga,3,3,Endurance,Night,29.2,2.4,1,2,Sedentary,Middle,Balanced,6.7,No,Regular,None
20,Male,128.2,1.84,37.87,100,132,152,0.83,603.0,3773.0,3170.0,209.8,HIIT,3,4,Endurance,Night,26.2,2.3,1,7,Sedentary,Low,Balanced,7.6,No,Occasional,None
54,Male,83.6,1.86,24.16,100,142,160,1.54,1082.0,2819.0,1737.0,169.8,HIIT,5,1,Muscle Gain,Night,12.4,3.5,3,34,Sedentary,Middle,High-Protein,6.5,No,None,Obesity
34,Female,56.2,1.77,17.94,100,138,163,1.81,1249.0,1966.0,717.0,108.9,Cardio,5,3,Muscle Gain,Morning,17.3,2.7,3,71,Mixed,High,Balanced,7.9,No,Regular,None
19,Male,87.8,1.78,27.71,100,161,192,1.28,1133.0,2243.0,1110.0,122.2,Cardio,2,5,Weight Loss,Night,23.6,3.3,1,3,Mixed,Low,Vegetarian,5.7,No,None,Diabetes
19,Male,85.9,1.85,25.1,100,156,176,1.66,1424.0,2674.0,1250.0,115.8,Strength,4,3,Endurance,Morning,12.9,3.5,3,48,Sedentary,Middle,Balanced,7.1,No,Regular,High Cholesterol
45,Male,51.1,1.87,14.61,100,158,177,1.44,1126.0,1200.0,74.0,74.5,Cardio,4,4,Weight Loss,Morning,26.2,3.4,2,28,Mixed,Low,Balanced,8.9,No,Regular,None
40,Female,57.4,1.71,19.63,100,143,177,1.87,1337.0,1915.0,578.0,117.6,Strength,5,2,Muscle Gain,Afternoon,18.3,2.7,3,47,Mixed,Middle,Vegetarian,6.0,No,Occasional,None
54,Male,114.9,1.92,31.17,100,135,151,1.2,802.0,4080.0,3278.0,252.4,HIIT,4,4,Muscle Gain,Evening,20.7,2.6,2,14,Active,High,Balanced,6.6,Yes,Occasional,Diabetes
49,Female,62.1,1.66,22.54,100,152,172,1.37,937.0,1676.0,739.0,100.1,HIIT,3,4,Endurance,Afternoon,31.3,1.8,2,13,Active,Low,Vegetarian,7.8,No,Regular,None
50,Male,57.1,1.91,15.65,100,131,156,1.09,707.0,1825.0,1118.0,82.9,Yoga,4,2,Endurance,Night,29.5,2.7,2,12,Sedentary,Low,High-Protein,7.2,No,Occasional,None
18,Male,68.1,1.8,21.02,100,153,183,1.1,926.0,2219.0,1293.0,84.3,Yoga,4,3,General Fitness,Evening,25.4,3.3,2,30,Sedentary,High,Balanced,7.4,No,Occasional,None
36,Male,69.2,1.65,25.42,99,126,156,1.23,852.0,1521.0,669.0,102.9,Strength,3,4,Weight Loss,Morning,27.2,2.7,1,11,Mixed,High,Vegetarian,7.5,No,Occasional,None
19,Female,65.2,1.52,28.22,100,130,145,1.23,800.0,1617.0,817.0,84.5,Cardio,3,3,Weight Loss,Night,30.6,2.4,1,1,Mixed,Low,Balanced,7.6,No,Regular,Diabetes
43,Male,108.6,1.73,36.29,100,150,173,1.33,988.0,2658.0,1670.0,191.2,Cardio,2,5,Weight Loss,Morning,28.5,2.2,1,11,Active,Middle,Balanced,8.4,No,Occasional,None
49,Female,40.0,1.65,14.69,100,148,168,1.03,686.0,1200.0,514.0,92.8,Yoga,3,4,Weight Loss,Night,34.3,2.5,2,9,Sedentary,Middle,High-Protein,7.4,No,Occasional,None
23,Female,41.9,1.58,16.78,100,132,162,0.56,370.0,1428.0,1058.0,98.4,HIIT,3,5,Muscle Gain,Afternoon,26.8,1.8,1,4,Sedentary,Middle,Vegetarian,6.8,No,Regular,Hypertension
49,Female,68.3,1.52,29.56,100,150,167,1.45,979.0,1763.0,784.0,86.8,Strength,4,2,Weight Loss,Evening,29.4,1.8,2,10,Mixed,Middle,Vegan,7.7,No,Regular,None
21,Male,88.4,1.6,34.53,99,121,155,1.71,1138.0,2876.0,1738.0,171.9,HIIT,4,3,Muscle Gain,Afternoon,12.0,3.5,3,31,Mixed,High,High-Protein,8.9,No,Occasional,None
28,Male,66.0,1.9,18.28,100,158,176,1.18,1025.0,1902.0,877.0,107.2,HIIT,3,5,Endurance,Morning,24.1,3.0,1,10,Mixed,Low,Balanced,6.9,No,Regular,Diabetes
34,Male,71.9,1.64,26.73,100,134,167,1.26,929.0,2420.0,1491.0,120.1,Cardio,4,4,Endurance,Afternoon,21.3,2.1,2,22,Mixed,Low,High-Protein,6.0,Yes,Occasional,None
55,Male,75.6,1.71,25.85,100,130,147,1.03,663.0,2067.0,1404.0,118.0,Strength,4,3,Endurance,Morning,28.1,2.0,2,11,Active,Middle,Vegan,8.4,No,Regular,Asthma
41,Female,63.4,1.59,25.08,100,153,186,1.84,1267.0,2252.0,985.0,152.9,HIIT,5,2,Muscle Gain,Afternoon,15.2,2.7,3,32,Sedentary,Middle,High-Protein,6.9,No,None,Obesity
22,Female,71.6,1.77,22.85,100,158,192,1.49,1177.0,2601.0,1424.0,155.1,Yoga,3,3,Muscle Gain,Morning,30.3,1.8,1,10,Sedentary,High,High-Protein,4.8,No,Occasional,None
51,Female,57.4,1.77,18.32,100,123,144,1.08,598.0,1750.0,1152.0,96.3,Yoga,4,4,Endurance,Afternoon,31.6,2.1,2,13,Mixed,Middle,Balanced,7.8,No,Occasional,Hypertension
23,Male,83.8,1.99,21.16,100,130,164,1.79,1280.0,2244.0,964.0,136.9,Cardio,4,4,Weight Loss,Evening,11.0,3.5,3,55,Active,Low,Vegetarian,6.8,No,Occasional,None
39,Female,55.9,1.71,19.12,100,148,171,1.95,1443.0,1329.0,-114.0,84.4,Yoga,5,1,Weight Loss,Evening,19.5,2.7,3,38,Sedentary,Middle,Balanced,6.9,No,Occasional,None
28,Male,87.0,1.76,28.09,100,121,136,1.2,799.0,2159.0,1360.0,188.1,Yoga,3,5,Weight Loss,Night,28.4,3.5,2,23,Sedentary,Middle,High-Protein,7.3,No,Occasional,Obesity
33,Female,65.3,1.71,22.33,100,135,157,1.18,796.0,1920.0,1124.0,103.0,HIIT,4,3,General Fitness,Evening,29.7,2.5,2,28,Mixed,High,Balanced,7.2,No,Occasional,Obesity
50,Male,45.4,1.67,16.28,100,158,179,1.37,1071.0,1320.0,249.0,65.6,Yoga,4,3,Endurance,Evening,24.1,2.8,2,10,Sedentary,Middle,High-Protein,7.7,No,Regular,None
26,Male,87.1,1.87,24.91,100,132,164,1.71,1241.0,2235.0,994.0,191.0,Yoga,4,3,Weight Loss,Evening,11.2,3.5,3,73,Sedentary,High,High-Protein,6.6,No,Occasional,Hypertension
23,Female,78.6,1.73,26.26,100,156,178,1.47,1147.0,2356.0,1209.0,110.2,HIIT,4,4,Endurance,Afternoon,32.3,1.5,2,32,Active,Middle,Balanced,7.8,No,Regular,Obesity
33,Female,78.0,1.71,26.67,100,136,151,1.08,734.0,2309.0,1575.0,114.8,Cardio,3,4,Endurance,Evening,26.3,2.1,1,1,Mixed,Middle,Vegetarian,6.7,No,Occasional,High Cholesterol
46,Female,58.0,1.53,24.78,100,140,165,1.83,1153.0,1843.0,690.0,103.9,Cardio,4,3,Endurance,Morning,18.4,2.7,3,25,Mixed,High,Balanced,7.7,No,Occasional,None
20,Female,71.3,1.69,24.96,100,163,195,1.28,1043.0,2183.0,1140.0,117.0,Strength,3,3,Endurance,Night,33.4,2.3,2,32,Sedentary,Low,Balanced,7.6,No,Regular,None
37,Male,49.1,1.74,16.22,100,138,162,1.11,842.0,1474.0,632.0,70.5,Yoga,3,3,Endurance,Evening,22.3,2.6,2,15,Mixed,High,Vegetarian,6.1,No,Regular,None
53,Female,78.3,1.65,28.76,100,126,143,1.24,703.0,1773.0,1070.0,200.0,HIIT,3,4,Weight Loss,Afternoon,33.7,1.6,1,6,Sedentary,Middle,High-Protein,8.1,No,Occasional,High Cholesterol
36,Female,57.3,1.64,21.3,100,157,178,1.13,887.0,2001.0,1114.0,134.3,Strength,4,3,Muscle Gain,Evening,25.3,1.8,2,32,Sedentary,Middle,Balanced,6.5,No,Occasional,None
43,Female,48.4,1.61,18.67,100,127,157,1.28,732.0,1461.0,729.0,82.3,Cardio,2,5,Endurance,Morning,34.1,2.4,1,8,Mixed,High,Vegetarian,7.8,No,Occasional,Hypertension
20,Male,76.4,1.62,29.11,100,132,162,1.35,980.0,2360.0,1380.0,163.7,Cardio,4,3,Muscle Gain,Morning,21.2,2.6,2,24,Active,High,High-Protein,7.7,No,Occasional,None
36,Male,110.2,1.77,35.18,100,156,190,1.19,1021.0,3734.0,2713.0,216.6,HIIT,2,4,Muscle Gain,Morning,26.5,3.4,1,5,Mixed,Middle,High-Protein,8.8,No,Regular,None
37,Female,72.9,1.76,23.53,100,121,152,1.21,732.0,2283.0,1551.0,178.8,Strength,3,3,General Fitness,Evening,27.5,1.9,2,16,Mixed,High,High-Protein,6.8,No,Occasional,None
49,Male,82.1,1.86,23.73,100,160,176,1.87,1481.0,2534.0,1053.0,112.0,Strength,4,2,General Fitness,Evening,14.2,3.5,3,73,Active,Middle,Vegetarian,7.0,No,Occasional,High Cholesterol
24,Female,58.9,1.76,19.01,100,130,145,0.63,410.0,1875.0,1465.0,103.2,HIIT,3,4,General Fitness,Night,30.1,1.7,1,8,Sedentary,Middle,Balanced,7.0,Yes,Occasional,None
58,Male,82.2,1.87,23.51,100,143,173,1.57,1111.0,2449.0,1338.0,117.4,HIIT,4,3,Endurance,Morning,10.7,3.5,3,27,Sedentary,High,Balanced,6.7,No,Occasional,Hypertension
50,Male,96.7,1.72,32.69,100,125,151,1.46,903.0,2800.0,1897.0,142.2,Strength,3,4,General Fitness,Evening,25.7,2.7,2,16,Sedentary,Middle,Balanced,7.8,No,Regular,None
57,Male,81.4,1.86,23.53,100,145,164,1.8,1292.0,1955.0,663.0,97.0,Cardio,5,2,Weight Loss,Evening,12.0,3.5,3,65,Sedentary,High,Balanced,5.4,No,Occasional,None
56,Male,107.8,1.73,36.02,100,126,145,1.09,680.0,2507.0,1827.0,192.9,Yoga,3,5,Weight Loss,Morning,26.6,2.8,2,21,Mixed,High,Vegetarian,5.9,Yes,Occasional,Hypertension
35,Female,65.8,1.62,25.07,100,158,181,1.0,790.0,1975.0,1185.0,104.5,Cardio,4,2,Endurance,Evening,33.8,1.5,2,17,Sedentary,Middle,Balanced,5.9,No,None,None
57,Female,68.5,1.56,28.15,100,138,161,1.45,900.0,2101.0,1201.0,125.2,HIIT,4,3,Endurance,Morning,29.1,1.6,2,27,Mixed,High,Vegetarian,8.0,Yes,Occasional,None
18,Female,63.9,1.59,25.28,100,125,142,1.87,1169.0,2141.0,972.0,134.5,Strength,4,3,Muscle Gain,Morning,16.4,2.7,3,58,Active,Middle,Vegetarian,9.0,No,Occasional,None
28,Male,76.3,1.62,29.07,100,162,195,1.16,1034.0,2303.0,1269.0,118.0,Strength,3,5,Endurance,Afternoon,20.1,2.3,2,16,Mixed,Middle,High-Protein,6.9,No,Occasional,None
45,Female,44.5,1.65,16.35,100,148,178,1.44,959.0,1200.0,241.0,96.6,Yoga,3,4,Weight Loss,Evening,30.7,1.6,1,8,Active,Middle,High-Protein,7.1,No,None,None
42,Female,50.7,1.75,16.56,100,162,192,1.29,940.0,1810.0,870.0,114.7,Strength,3,4,Muscle Gain,Morning,29.0,1.9,2,21,Active,Middle,Balanced,7.4,Yes,Occasional,High Cholesterol
40,Female,55.1,1.61,21.26,100,158,175,1.55,1224.0,1549.0,325.0,78.8,Yoga,4,3,Endurance,Morning,16.9,2.7,3,47,Active,Middle,Balanced,8.5,No,Occasional,High Cholesterol
48,Male,73.7,1.61,28.43,100,121,155,1.36,815.0,1757.0,942.0,177.9,Cardio,4,3,Weight Loss,Afternoon,21.8,3.6,2,8,Sedentary,High,High-Protein,6.1,No,Occasional,None
47,Male,55.6,1.77,17.75,100,138,153,1.2,820.0,1379.0,559.0,90.4,Cardio,4,4,Endurance,Morning,24.3,2.9,2,33,Mixed,Middle,Vegan,7.2,No,Occasional,Hypertension
59,Male,86.9,1.76,28.05,100,123,157,1.13,688.0,2013.0,1325.0,150.0,Strength,3,4,Weight Loss,Afternoon,29.8,3.1,2,30,Sedentary,High,Balanced,8.0,No,Occasional,Obesity
52,Female,60.3,1.68,21.36,100,125,150,1.6,900.0,2037.0,1137.0,125.4,Strength,4,3,Muscle Gain,Evening,16.5,2.7,3,65,Sedentary,High,High-Protein,7.5,No,Occasional,None
24,Female,40.4,1.64,15.02,100,168,199,0.99,832.0,1367.0,535.0,75.4,HIIT,2,5,Endurance,Evening,31.0,1.9,1,5,Active,Low,High-Protein,7.5,No,Occasional,Asthma
33,Female,78.5,1.66,28.49,100,156,178,1.29,1006.0,2197.0,1191.0,96.6,HIIT,4,4,Weight Loss,Evening,32.8,1.9,2,21,Sedentary,Middle,Vegetarian,8.0,No,None,High Cholesterol
43,Male,102.6,1.72,34.68,100,147,165,0.82,597.0,3234.0,2637.0,203.5,Strength,2,5,Muscle Gain,Evening,27.5,2.0,1,10,Mixed,Low,Balanced,4.3,No,Regular,None
19,Male,110.8,1.91,30.37,100,149,169,1.31,1074.0,2584.0,1510.0,132.9,Strength,2,5,Weight Loss,Evening,23.3,2.9,1,9,Mixed,High,Balanced,7.7,No,Occasional,None
18,Female,60.9,1.79,19.01,100,126,148,1.11,699.0,1678.0,979.0,63.2,Cardio,2,5,General Fitness,Morning,31.1,2.1,1,7,Mixed,Low,Vegan,6.3,No,Occasional,High Cholesterol
29,Male,55.7,1.61,21.49,100,128,162,1.41,993.0,1851.0,858.0,110.0,Strength,3,4,Muscle Gain,Morning,28.7,2.3,1,10,Sedentary,High,Vegetarian,5.2,No,Regular,None
22,Male,110.5,1.92,29.98,100,144,161,1.16,919.0,3903.0,2984.0,246.4,HIIT,3,4,Muscle Gain,Night,20.2,3.3,2,8,Sedentary,High,Balanced,7.5,Yes,Occasional,None
54,Male,55.2,1.71,18.88,100,152,182,0.77,579.0,1725.0,1146.0,106.5,Cardio,2,4,Endurance,Morning,24.4,2.8,1,6,Mixed,High,Balanced,8.4,Yes,Occasional,None
49,Male,46.5,1.72,15.72,100,120,137,1.4,832.0,1463.0,631.0,90.2,Yoga,4,4,Muscle Gain,Morning,22.2,2.6,2,31,Active,Middle,Vegan,7.2,No,Occasional,None
26,Female,70.9,1.66,25.73,100,125,157,0.81,506.0,2143.0,1637.0,102.2,HIIT,3,3,General Fitness,Morning,28.9,1.7,1,2,Mixed,High,Balanced,8.0,No,Occasional,Hypertension
58,Male,74.6,1.75,24.36,100,137,165,1.09,739.0,2487.0,1748.0,170.2,HIIT,2,5,Muscle Gain,Evening,24.2,2.9,1,6,Mixed,Low,Vegetarian,8.6,No,Regular,Diabetes
52,Male,45.1,1.72,15.24,100,129,161,0.93,594.0,1389.0,795.0,74.9,Cardio,2,5,Endurance,Evening,27.5,3.3,1,5,Mixed,Low,High-Protein,8.3,No,Occasional,High Cholesterol
36,Male,99.9,1.99,25.23,100,147,163,1.33,1075.0,2319.0,1244.0,148.5,Yoga,3,4,Weight Loss,Night,20.9,2.5,1,3,Sedentary,Low,Balanced,8.6,No,Occasional,None
33,Male,117.0,1.61,45.14,100,130,147,1.04,744.0,3293.0,2549.0,236.1,HIIT,3,3,General Fitness,Night,25.1,2.4,2,35,Sedentary,High,High-Protein,7.7,No,None,Hypertension
20,Female,75.9,1.73,25.36,100,152,182,1.39,1056.0,2402.0,1346.0,123.1,Strength,4,3,Endurance,Afternoon,30.6,2.1,2,20,Mixed,Low,High-Protein,7.1,No,Occasional,None
37,Female,71.2,1.64,26.47,98,120,143,1.11,666.0,2501.0,1835.0,160.6,HIIT,3,5,Muscle Gain,Evening,29.9,1.7,2,28,Sedentary,Middle,High-Protein,5.4,Yes,Occasional,None
41,Male,78.8,1.72,26.64,100,132,150,1.01,660.0,2128.0,1468.0,136.5,Cardio,4,3,Endurance,Afternoon,27.3,3.1,2,32,Sedentary,Low,Vegan,6.8,No,Occasional,None
50,Male,50.6,1.69,17.72,100,156,171,1.31,1012.0,1592.0,580.0,87.8,Cardio,2,5,General Fitness,Morning,23.8,3.0,1,4,Active,Low,Balanced,6.5,Yes,Regular,High Cholesterol
41,Male,82.5,1.79,25.75,100,139,157,1.69,1163.0,2550.0,1387.0,146.8,Cardio,4,4,Endurance,Morning,14.7,3.5,3,50,Mixed,Low,High-Protein,9.2,Yes,Occasional,Asthma
28,Male,108.5,1.79,33.86,100,120,135,1.33,878.0,3377.0,2499.0,177.5,HIIT,4,3,Endurance,Morning,24.8,2.1,2,35,Mixed,High,Balanced,6.8,No,Regular,Hypertension
25,Male,49.9,1.98,12.73,100,122,150,1.15,772.0,1419.0,647.0,75.3,Yoga,3,3,Endurance,Morning,25.7,2.1,2,11,Active,Middle,Vegan,7.4,No,Occasional,Hypertension
